0.00,0.00
0.10,0.02
0.18,0.08
0.23,0.16
0.25,0.26
0.23,0.35
0.17,0.43
0.08,0.49
-0.01,0.50
-0.11,0.47
-0.19,0.41
-0.24,0.33
-0.25,0.23
-0.22,0.13
-0.16,0.06
-0.07,0.01
0.10,-0.02
0.18,-0.08
0.23,-0.16
0.25,-0.26
0.23,-0.35
0.17,-0.43
0.08,-0.49
-0.01,-0.50
-0.11,-0.47
-0.19,-0.41
-0.24,-0.33
-0.25,-0.23
-0.22,-0.13
-0.16,-0.06
-0.07,-0.01
0.00,0.00
